Tx_Obs,Tx_Mod,RF_Pred,XGB_Pred,NN_Pred
31.76419,29.339783,27.969877754356677,27.519966,27.48652626816821
33.843597,29.64743,27.54831375167472,25.791399,28.984420289830485
32.947968,28.769012,26.82230357829928,28.073992,28.398242420482227
31.76419,29.77774,28.010036333960574,27.400057,25.957321697291437
33.843597,32.73294,26.85147515299541,27.445498,28.450812544000037
32.947968,31.877533,27.024582517942108,25.11133,31.678432333713207
34.482666,30.511475,26.64580791530082,26.432356,27.846277926642333
32.017853,29.991241,26.785120139408313,25.343204,27.0628344415247
36.0213,32.730072,26.664711410420797,27.495026,27.772575673462846
34.799896,31.002838,26.064084483833867,26.06926,26.007448219827992
37.46353,30.841461,26.005875900240877,26.245255,28.9922909939364
30.485138,25.982727,28.965107135210975,29.795237,28.800243084828367
35.13941845704177,32.05585037603627,26.871394178465863,26.258646,24.544037519952273
31.86379303948191,29.29175834803981,27.53400303052334,26.774113,27.282542387671597
35.37422800944406,32.287398267347534,26.11383323611551,26.236307,26.50323466868938
31.41462091617615,28.4136063756523,26.949552522452635,27.442139,27.386424113676693
33.86362544689669,32.73291362285596,26.910301204391534,27.445498,23.383058035538337
33.03884885646556,28.858146429741293,26.60849805793279,27.86463,28.043776326480224
37.44520740560281,30.85103487955186,26.00674682524087,26.245255,29.012130105087845
34.53367913815117,30.590490126568657,27.003699598286165,26.974537,27.066308948948688
33.544453997570784,30.54633845512187,26.666464234091617,26.468567,25.83199730279893
34.28576577209427,31.195919034657603,26.609292424647496,26.589108,25.372349911810364
34.26024523014907,31.28463088065905,26.670535724647497,26.614632,25.14626349366685
32.22644924876891,30.414278404280974,26.939515161391977,25.669424,26.36020469344897
36.69688078807482,30.8879086537966,26.17452406306003,25.734186,28.074768000142274
37.12136224853949,31.289532236386417,26.396383392918423,25.812487,28.492744700455393
36.60420295236589,30.615043112624075,26.71971342208951,26.86447,28.332563337210107
32.54644535659138,31.063236972002876,26.636270982858473,26.132431,25.667476360695257
30.859605507286297,26.406956417451937,29.054148654192087,28.666779,28.00569296816858
34.74991349064158,30.94254827548044,26.058152474552333,25.75378,25.927327211348704
34.699647094299976,30.85920955616219,26.391175755397686,25.719433,28.713219688511654
33.65982405297971,32.55742015272865,26.631674569143357,25.819517,28.91442205954074
35.66310960035556,30.247594270917485,26.787205600283556,25.919117,28.027724015087433
32.45399127153634,28.21321552084679,27.421292868218583,28.157106,28.40265415029901
32.79949795377112,30.525978547513905,26.898254599836523,25.614208,25.62929495351932
35.67836351342529,32.24511242933183,25.959370623282563,26.334875,27.258659589554345
33.866850334382434,29.680388055428924,27.604976889103565,25.883749,28.54793678856343
35.74879148690121,32.33713477799956,26.03094262483978,26.52403,26.66661725418587
35.89163648052109,32.54652713138684,25.987385685503817,26.296427,27.767506807221345
35.87970722141651,32.69079431510921,26.689202924020073,27.760921,27.313065948877473
32.50978227412901,28.9802878515035,26.93783326601026,29.118254,27.219101810121206
32.92967079739869,28.7778341884728,26.795110128299278,28.073992,28.24054064536324
32.441093025273226,29.013407094519224,27.46547535591729,28.764433,27.102729557957037
33.77425879730314,29.637171455114327,27.635658823243347,25.883749,28.940412861056355
34.33723583977365,30.346719044003,26.831249601289052,26.451998,27.72711244303535
32.77396382717424,31.50450774561229,26.88789623953521,26.15693,25.8807866300526
33.493266147792646,29.42675959077624,26.790089626327628,26.18817,26.821121107964558
35.196413423100864,30.978814882639377,26.13947894268498,26.01915,26.474958221380046
32.423199835976,29.437283104120315,27.811385139145457,27.797401,27.4661812842685
32.134418038004604,30.16628539183816,26.618286973823746,24.983444,26.587646652479588
34.48000183670711,31.675641857707717,26.628778578433266,26.934988,25.726729900275576
35.999640239533605,32.69941158059311,26.49037728436956,27.760921,27.746908677444196
31.79529591445554,29.80392097177031,27.689664413770934,26.956305,25.730012209137772
35.986082213911246,30.452178936371897,27.030716131578576,26.917702,27.313865132478792
32.57297987729906,29.99603784063572,26.444300577774637,26.165312,26.27457737135832
35.46817469203414,31.932506010377303,26.45264316747598,26.97783,26.258374629362187
34.48295284003032,30.552468549987186,26.815095118907767,25.540173,28.48049980771813
33.11870967767994,32.040606802075594,26.64265506569123,24.983091,30.834239873313443
33.87674006858747,31.43885920461858,26.126081247723747,26.152908,24.94519621814251
32.51501766504537,30.0961747058654,26.54149095751723,25.994726,26.865298684984484
36.31581393835917,32.344403789216386,25.84328319012466,26.9697,27.481543453016915
32.049491538666565,29.496080134962057,27.524600186790526,26.99712,26.7204819001412
31.22478837090144,28.177307652722316,28.958090246418827,29.3179,27.154245935012984
33.17760869723281,30.11409811204528,26.796502264850698,25.412516,25.646727838435066
33.848850965113854,31.243860052479214,26.429226463445442,26.383669,25.584156486341712
34.2418627895429,29.36285413143201,27.48741009952672,29.232775,27.148588994866067
32.010116215099714,29.98472916613776,26.468081376170225,26.070955,27.585515547549257
34.18804695019095,32.10977345091309,26.35524479415524,26.198864,24.041364962000948
32.79755656045398,28.841534455866828,26.588917872827743,28.279734,27.95358004929563
36.19096090375282,30.918559949422136,26.229952761011376,26.044567,27.53105824732555
35.55130590095704,32.73069097470686,26.454599968820688,28.274837,26.297346045377623
33.956144439234045,32.73279177682369,26.9155541773066,26.922783,23.374524068293077
33.93199852013074,31.4127597605405,26.107252368516193,26.152908,24.982699163416974
33.521923155629544,30.538145867115414,26.695973714091615,26.468567,25.846342909776585
32.19339250606426,29.132838502308037,27.01050019589888,27.700233,26.76788969437169
32.98502776535301,31.844545539966436,26.89282055380851,24.960705,25.65497470211807
34.53473038204521,32.317699182640354,25.868928322624253,26.732288,24.396355230110466
31.878617025275023,27.604004342333557,28.057375796008035,28.694588,26.62696477558111
35.706166515601744,32.27567270615526,26.142791573489845,27.245249,26.536128164484882
33.30775508290799,29.74648583341073,26.90120328762386,27.019457,26.779679569329932
32.11934335767439,30.0606724019393,26.82504776750001,24.665445,26.827291445973
35.93995934058936,32.61493043431959,26.056387642569415,27.760921,27.823601337199282
34.092189912821,30.17943999876465,26.47147935089859,27.00033,25.51738960995746
33.717047506701995,29.76023913420385,26.319598614761457,25.770744,27.333411930227943
34.21665284313772,31.49548001532373,26.46058561092163,26.725973,25.599808083673153
33.203584168348065,32.12166964555091,26.812576592364156,24.983091,30.416364210494503
32.278223716557875,30.519278070337958,26.990488175201502,25.627932,26.238269197172965
33.434901585605004,29.324476185692127,26.229971835334094,26.057302,27.796229386427125
32.58682364188377,31.145124949855887,26.490443012925105,25.234024,25.60990788402928
34.84269809709656,29.63861172977841,27.454967676821262,27.543491,27.032238007865104
33.60525991401555,30.32628590949454,27.02992243696511,26.389849,27.536799085805942
31.57931657090045,29.22921103730937,28.2005166464221,27.5465,27.006250138557252
34.916335694120896,32.17241506420227,26.685259708800036,26.24618,24.13581588752295
32.97915875532801,31.43482291952269,26.277211702466584,25.357273,24.290086062004104
34.220779231708654,32.7324432570371,26.670063065120793,27.234476,23.303707510367346
32.50450982828271,28.98283001666297,26.93783326601026,29.118254,27.210169314748665
32.59997469550455,31.17179555213244,26.490443012925105,25.234024,25.59115805059729
34.52819172767983,30.581990582164185,27.006380878286162,26.669846,27.15020909880489
37.22854108123035,31.149180751264684,26.309733304949233,25.970644,28.7066681350052
32.191791765986295,30.027953261735117,26.620294161941114,24.1498,26.841579459782004
35.23664652392169,31.620463580426595,26.00285809584169,26.936623,26.842979699346607
34.74825083874634,31.089304223959065,26.217438592637954,26.275448,27.65264140366869
34.501626760512764,30.54084364788271,26.89221102416626,26.524958,27.556376040002736
35.93067741368776,30.934329296403074,26.423835113313867,26.019415,27.240105828099782
34.13929146380351,31.314852011769567,26.03698693703533,25.907291,25.114392462619456
31.919913046587546,29.908807700726896,25.948492738632098,25.033365,26.475014513103957
34.186221334612064,32.553912726896414,26.7661473047527,25.786112,23.556649596450022
33.10263179715794,31.739864404994357,26.493546652603964,24.960705,25.393695601194946
31.99389631524577,29.971077333435648,25.968815452951873,25.137348,27.347944320781973
32.88175437023742,31.743250421918656,26.707170411332637,24.898556,25.68318828539276
32.427470158462256,29.437914895732984,27.811385139145457,28.144636,27.46746909222949
36.76305484895185,30.51997299334333,26.561326900974777,26.031115,28.16493009688204
34.82832043539548,31.04303407864873,26.168924925648568,26.499084,26.0772995711036
34.515208662416384,32.38201103097884,26.45656164068638,25.709093,23.880126802314088
32.09784348157171,29.178908468347814,27.217592482679187,27.479364,26.822367644377653
34.9442229931164,31.206936307872265,26.02314606659299,26.630806,26.361817330828853
34.088349822820284,32.19387369434912,25.885729128987105,25.174274,23.8980187216274
35.12626571072088,30.983064801126957,26.143640963966032,26.01915,26.40324096704931
34.554982865229185,32.361228306723405,26.77485775823473,26.587667,23.901743526713144
31.702048928278625,27.39857186014552,28.627363639936604,28.905714,26.82764653599743
33.14821903638361,32.06879091849057,26.67854275653857,24.983091,30.688951898910442
34.169507084740424,30.109357844887263,26.94428547342175,25.233978,27.20475138397443
34.3119957559929,30.475452606528044,26.875165333265844,26.432356,27.729602227557262
32.93039996756233,30.09250793267601,25.767556995592216,26.12286,26.52159736075194
32.82589223279714,28.827872113739357,26.595488954983168,28.279734,28.014805491814165
31.96682216798016,29.36976230591875,27.91182569102335,27.460833,27.357689528904285
34.06501718056396,30.038326030005717,26.906706722190926,26.138342,27.52075199573918
34.453204104554445,30.503523035791105,26.473389285300815,26.520899,27.22727535229235
32.83990484032747,28.821115787795897,26.615419516983167,28.279734,28.04528517829495
34.04766044706127,32.02359593007021,25.854870757056446,25.321163,23.44358498661489
34.55950235538875,30.622267370086988,26.768610894305148,26.694,27.514964042651908
35.82355833058571,32.59479332285413,26.233257688219936,27.858454,27.282682210634743
35.38772326533221,31.926106723189545,26.849726589934434,27.101343,24.772059514550303
32.20001300865206,29.12964635742737,27.111815505898882,27.700233,26.764497324227893
33.55230127469887,30.5491918553033,26.687132542577842,26.468567,25.82700086485765
32.15185544710204,29.15286603169355,27.081208093929185,27.807686,26.789173437836137
32.24817316455208,30.45833494411794,26.921223321391977,25.669424,26.303610382154414
33.152846207900154,30.16844466544341,26.453972182705787,26.033289,26.246801177963892
37.13337001777264,31.013975428588434,26.161425871162447,25.178345,28.643167498879652
33.26510468550745,30.383453326450525,26.858565747771095,26.827213,25.20213174013273
33.96894288436453,32.73277492147627,26.9547002873066,26.922783,23.374988713966065
31.897123317942743,29.27568780409714,27.53631328802334,26.774113,27.21428302958536
34.47421052641669,30.884413357382883,26.372381692489522,26.751102,26.07465652339857
32.06152790460244,29.383773962008508,28.069125579383563,27.460833,27.35711130325554
31.459149696519496,28.87266974700602,28.55719337228175,28.503477,27.32052120312331
33.07704654713108,31.76263822465216,26.6346222629373,24.960705,25.450537964686355
34.51393307944522,30.597529168532745,26.13853215976316,25.337696,25.98620559040469
35.80371916385747,32.42238263764832,26.042549074155176,26.334875,27.369814612939773
32.674739489111666,31.32342006314748,26.41782276792511,24.93156,25.553379574867346
37.02053081628036,30.772296639722644,26.06285737762182,25.675919,28.697015432835382
31.86461901950434,29.29136009309388,27.53400303052334,26.774113,27.280850806660975
31.780005773041037,29.332157258860693,27.626649584356677,26.774113,27.454136064267356
35.19843220449384,30.09432093252748,27.193420954525592,25.728487,28.08617277801249
32.20294801957055,29.12823121107649,27.111815505898882,27.700233,26.76299341371966
36.46131217515394,30.902180643134223,26.190473534226705,25.866995,27.82160350459328
33.76881133660389,29.57408146743899,27.700062737307668,25.83687,28.77720496271929
32.56714417871215,30.10717675133941,26.595471499731516,25.70175,26.89044792214309
34.3775984256181,30.404295587325908,26.238199350698387,25.46173,26.41367111655938
35.85020777300935,32.483369599348016,26.13062685368798,26.457466,26.99264812291768
33.259654984846385,30.159045642816437,26.923074020215104,25.412516,25.653045612577845
32.049439327949685,30.002726312985786,26.710362463055567,24.88175,27.02591021633533
36.215189579522615,30.917092048423086,26.229952761011376,26.044567,27.557096692783226
34.86866504613089,31.100086932069043,26.193803302493347,26.630806,26.17120776630298
34.46933944777182,30.88264215235697,26.372381692489522,26.751102,26.068406110428416
35.08900693766884,30.21581504043357,26.82642077037437,26.64162,26.786808377564693
31.92276220418628,29.91120575640111,25.948492738632098,25.033365,26.489424706680953
34.40100158503951,30.841859054746653,26.384768639302674,26.557272,26.365806973149642
35.86473430487802,32.62149272631178,26.318689842219932,28.10806,26.566872987519023
31.77857819973936,29.37062801814408,27.535250299832867,26.774113,27.256321961910206
34.46341649190523,30.578388132227914,26.52849243530082,26.520899,27.440155447066648
33.80494173121962,29.6095175564642,27.75204978397433,25.883749,28.871500978841322
31.85154874980934,29.93269751005544,27.91033384315189,27.459652,25.46424316512583
33.774197742797234,31.487291573294414,25.867780601079662,26.152908,24.77180078123468
34.70670752319411,30.965230597781886,26.19136219222303,26.499084,26.596659064016087
33.30719136658256,30.26337428386401,26.866432625388974,26.433945,27.540282016247982
33.535343212550266,30.543025622504118,26.687362774091618,26.468567,25.837798228547875
32.69783660063501,31.012364639391603,26.579513926113318,24.590765,24.97966497472924
34.40237619217775,30.439414292895066,26.164494462323383,25.517487,26.32772003836905
34.499840779395555,30.88174687633649,26.40516967196934,26.557272,26.438370246168287
33.087639814987575,31.916277811649927,26.91151349454893,25.126259,25.222490024818164
34.896478761516555,31.96056130648592,26.377021130616043,27.111212,25.992593406261168
34.27934109703222,30.265030807979777,26.426558981839445,25.881426,26.867109153072633
31.97013362226099,29.951076944277816,25.787080876843497,25.133823,27.051630700771614
31.88181312849229,29.87674007315309,26.22165715899912,24.964258,26.178745987430858
34.894841396527575,31.13710390794358,26.11046014535049,26.630806,26.236981817315982
32.97090075280476,31.899435860758707,26.98468414794211,25.04524,31.601268671811418
32.93164458267858,28.776882507162632,26.795110128299278,28.073992,28.245016135578584
33.6615668116821,30.24786994750613,26.47381160584406,26.441515,25.9781261065934
35.53621666295126,32.03061752523452,26.551940707885027,27.11809,26.303440085745475
37.228998971568615,31.14858114043309,26.309733304949233,25.970644,28.707582060557012
34.559905560211995,30.62284876177028,26.768610894305148,26.694,27.51322544696558
32.33453077422069,29.424164570402848,27.78846968581213,26.830523,27.439441213936355
34.47362822592355,31.671281554500016,26.628778578433266,26.790567,25.723019527680883
35.8823280141652,32.69152132020634,26.689202924020073,27.760921,27.318988379512092
34.68047052612528,30.817857830660703,26.439059015897897,26.201874,26.337881356427832
31.979697800152007,29.959126843332506,25.820054016783974,25.133823,27.157486071475343
35.13743724121449,31.478922296634536,26.43448812145716,26.894476,29.2317046164976
32.31901865131577,30.76189861608536,26.08448645693356,25.610367,23.93722007137034
32.754531244242514,30.106256741260427,26.289179229410806,25.933786,26.496002967267383
34.542019412873664,30.603408521450817,27.007750076619494,27.079815,26.9510255580073
34.65499403464313,32.35106019086276,25.71548415773074,26.733274,24.708220668334555
32.51506611655044,29.75113649734453,27.061316407028617,27.046646,26.057238387976003
